"","Country","Year","Variable","Source","Value","Unit"
"1292","MYANMAR",1992,"RICE FAT INTAKE","FAO computed",14,"%total/day"
"1293","MYANMAR",1991,"RICE FAT INTAKE","FAO computed",13.47,"%total/day"
"1294","MYANMAR",1990,"RICE FAT INTAKE","FAO computed",12.64,"%total/day"
"1295","MYANMAR",1989,"RICE FAT INTAKE","FAO computed",13.53,"%total/day"
"1296","MYANMAR",1988,"RICE FAT INTAKE","FAO computed",11.48,"%total/day"
"1297","MYANMAR",1987,"RICE FAT INTAKE","FAO computed",11.01,"%total/day"
"1298","MYANMAR",1986,"RICE FAT INTAKE","FAO computed",10.13,"%total/day"
"1299","MYANMAR",1985,"RICE FAT INTAKE","FAO computed",10.79,"%total/day"
"1300","MYANMAR",1984,"RICE FAT INTAKE","FAO computed",12.71,"%total/day"
"1301","MYANMAR",1983,"RICE FAT INTAKE","FAO computed",13.53,"%total/day"
"1302","MYANMAR",1982,"RICE FAT INTAKE","FAO computed",13.37,"%total/day"
"1303","MYANMAR",1981,"RICE FAT INTAKE","FAO computed",14.73,"%total/day"
"1304","MYANMAR",1980,"RICE FAT INTAKE","FAO computed",16.86,"%total/day"
"1305","MYANMAR",1979,"RICE FAT INTAKE","FAO computed",14.55,"%total/day"
"1306","MYANMAR",1978,"RICE FAT INTAKE","FAO computed",15.97,"%total/day"
"1307","MYANMAR",1977,"RICE FAT INTAKE","FAO computed",16.61,"%total/day"
"1308","MYANMAR",1976,"RICE FAT INTAKE","FAO computed",16.4,"%total/day"
"1309","MYANMAR",1975,"RICE FAT INTAKE","FAO computed",16.22,"%total/day"
"1310","MYANMAR",1974,"RICE FAT INTAKE","FAO computed",15.05,"%total/day"
"1311","MYANMAR",1973,"RICE FAT INTAKE","FAO computed",16.45,"%total/day"
"1312","MYANMAR",1972,"RICE FAT INTAKE","FAO computed",14.55,"%total/day"
"1313","MYANMAR",1971,"RICE FAT INTAKE","FAO computed",14.26,"%total/day"
"1314","MYANMAR",1970,"RICE FAT INTAKE","FAO computed",14.96,"%total/day"
"1315","MYANMAR",1969,"RICE FAT INTAKE","FAO computed",15.97,"%total/day"
"1316","MYANMAR",1968,"RICE FAT INTAKE","FAO computed",15.84,"%total/day"
"1317","MYANMAR",1967,"RICE FAT INTAKE","FAO computed",15.48,"%total/day"
"1318","MYANMAR",1966,"RICE FAT INTAKE","FAO computed",14.72,"%total/day"
"1319","MYANMAR",1965,"RICE FAT INTAKE","FAO computed",15.4,"%total/day"
"1320","MYANMAR",1964,"RICE FAT INTAKE","FAO computed",13.17,"%total/day"
"1321","MYANMAR",1963,"RICE FAT INTAKE","FAO computed",14.34,"%total/day"
"1322","MYANMAR",1962,"RICE FAT INTAKE","FAO computed",15.15,"%total/day"
"1323","MYANMAR",1961,"RICE FAT INTAKE","FAO computed",16.07,"%total/day"
"1324","MYANMAR",2013,"RICE PROTEIN INTAKE","FAO computed",34.95,"%total/day"
"1325","MYANMAR",2012,"RICE PROTEIN INTAKE","FAO computed",33.97,"%total/day"
"1326","MYANMAR",2011,"RICE PROTEIN INTAKE","FAO computed",33.1,"%total/day"
"1327","MYANMAR",2010,"RICE PROTEIN INTAKE","FAO computed",33.68,"%total/day"
"1328","MYANMAR",2009,"RICE PROTEIN INTAKE","FAO computed",34.83,"%total/day"
"1329","MYANMAR",2008,"RICE PROTEIN INTAKE","FAO computed",39.01,"%total/day"
"1330","MYANMAR",2007,"RICE PROTEIN INTAKE","FAO computed",40.14,"%total/day"
"1331","MYANMAR",2006,"RICE PROTEIN INTAKE","FAO computed",42.9,"%total/day"
"1332","MYANMAR",2005,"RICE PROTEIN INTAKE","FAO computed",45.12,"%total/day"
"1333","MYANMAR",2004,"RICE PROTEIN INTAKE","FAO computed",46.97,"%total/day"
"1334","MYANMAR",2003,"RICE PROTEIN INTAKE","FAO computed",51.6,"%total/day"
"1335","MYANMAR",2002,"RICE PROTEIN INTAKE","FAO computed",53.75,"%total/day"
"1336","MYANMAR",2001,"RICE PROTEIN INTAKE","FAO computed",55.27,"%total/day"
"1337","MYANMAR",2000,"RICE PROTEIN INTAKE","FAO computed",56.37,"%total/day"
"1338","MYANMAR",1999,"RICE PROTEIN INTAKE","FAO computed",58.46,"%total/day"
"1339","MYANMAR",1998,"RICE PROTEIN INTAKE","FAO computed",59.18,"%total/day"
"1340","MYANMAR",1997,"RICE PROTEIN INTAKE","FAO computed",59.31,"%total/day"
"1341","MYANMAR",1996,"RICE PROTEIN INTAKE","FAO computed",62.66,"%total/day"
"1342","MYANMAR",1995,"RICE PROTEIN INTAKE","FAO computed",62.34,"%total/day"
"1343","MYANMAR",1994,"RICE PROTEIN INTAKE","FAO computed",62.61,"%total/day"
"1344","MYANMAR",1993,"RICE PROTEIN INTAKE","FAO computed",61.41,"%total/day"
"1345","MYANMAR",1992,"RICE PROTEIN INTAKE","FAO computed",62.26,"%total/day"
"1346","MYANMAR",1991,"RICE PROTEIN INTAKE","FAO computed",62.86,"%total/day"
"1347","MYANMAR",1990,"RICE PROTEIN INTAKE","FAO computed",62.44,"%total/day"
"1348","MYANMAR",1989,"RICE PROTEIN INTAKE","FAO computed",58.07,"%total/day"
"1349","MYANMAR",1988,"RICE PROTEIN INTAKE","FAO computed",54.66,"%total/day"
"1350","MYANMAR",1987,"RICE PROTEIN INTAKE","FAO computed",54.37,"%total/day"
"1351","MYANMAR",1986,"RICE PROTEIN INTAKE","FAO computed",51.72,"%total/day"
"1352","MYANMAR",1985,"RICE PROTEIN INTAKE","FAO computed",53.6,"%total/day"
"1353","MYANMAR",1984,"RICE PROTEIN INTAKE","FAO computed",55.5,"%total/day"
"1354","MYANMAR",1983,"RICE PROTEIN INTAKE","FAO computed",57.7,"%total/day"
"1355","MYANMAR",1982,"RICE PROTEIN INTAKE","FAO computed",57.8,"%total/day"
"1356","MYANMAR",1981,"RICE PROTEIN INTAKE","FAO computed",59.47,"%total/day"
"1357","MYANMAR",1980,"RICE PROTEIN INTAKE","FAO computed",61.77,"%total/day"
"1358","MYANMAR",1979,"RICE PROTEIN INTAKE","FAO computed",60.47,"%total/day"
"1359","MYANMAR",1978,"RICE PROTEIN INTAKE","FAO computed",59.75,"%total/day"
"1360","MYANMAR",1977,"RICE PROTEIN INTAKE","FAO computed",60.62,"%total/day"
"1361","MYANMAR",1976,"RICE PROTEIN INTAKE","FAO computed",62.78,"%total/day"
"1362","MYANMAR",1975,"RICE PROTEIN INTAKE","FAO computed",61.8,"%total/day"
"1363","MYANMAR",1974,"RICE PROTEIN INTAKE","FAO computed",62.46,"%total/day"
"1364","MYANMAR",1973,"RICE PROTEIN INTAKE","FAO computed",63.03,"%total/day"
"1365","MYANMAR",1972,"RICE PROTEIN INTAKE","FAO computed",60.34,"%total/day"
"1366","MYANMAR",1971,"RICE PROTEIN INTAKE","FAO computed",60.64,"%total/day"
"1367","MYANMAR",1970,"RICE PROTEIN INTAKE","FAO computed",60.47,"%total/day"
"1368","MYANMAR",1969,"RICE PROTEIN INTAKE","FAO computed",59.06,"%total/day"
"1369","MYANMAR",1968,"RICE PROTEIN INTAKE","FAO computed",60.42,"%total/day"
"1370","MYANMAR",1967,"RICE PROTEIN INTAKE","FAO computed",61.61,"%total/day"
"1371","MYANMAR",1966,"RICE PROTEIN INTAKE","FAO computed",59.96,"%total/day"
"1372","MYANMAR",1965,"RICE PROTEIN INTAKE","FAO computed",63.66,"%total/day"
"1373","MYANMAR",1964,"RICE PROTEIN INTAKE","FAO computed",58.95,"%total/day"
"1374","MYANMAR",1963,"RICE PROTEIN INTAKE","FAO computed",59.78,"%total/day"
"1375","MYANMAR",1962,"RICE PROTEIN INTAKE","FAO computed",62.52,"%total/day"
"1376","MYANMAR",1961,"RICE PROTEIN INTAKE","FAO computed",63.67,"%total/day"
"1377","MYANMAR",2013,"SEED - MILLED RICE EQUIVALENT","FAO",556.48,"000 t"
"1378","MYANMAR",2012,"SEED - MILLED RICE EQUIVALENT","FAO",549.61,"000 t"
"1379","MYANMAR",2011,"SEED - MILLED RICE EQUIVALENT","FAO",553.04,"000 t"
"1380","MYANMAR",2010,"SEED - MILLED RICE EQUIVALENT","FAO",553.04,"000 t"
"1381","MYANMAR",2009,"SEED - MILLED RICE EQUIVALENT","FAO",550.98,"000 t"
"1382","MYANMAR",2008,"SEED - MILLED RICE EQUIVALENT","FAO",554.18,"000 t"
"1383","MYANMAR",2007,"SEED - MILLED RICE EQUIVALENT","FAO",556.07,"000 t"
"1384","MYANMAR",2006,"SEED - MILLED RICE EQUIVALENT","FAO",555.77,"000 t"
"1385","MYANMAR",2005,"SEED - MILLED RICE EQUIVALENT","FAO",558.16,"000 t"
"1386","MYANMAR",2004,"SEED - MILLED RICE EQUIVALENT","FAO",507.64,"000 t"
"1387","MYANMAR",2003,"SEED - MILLED RICE EQUIVALENT","FAO",471.14,"000 t"
"1388","MYANMAR",2002,"SEED - MILLED RICE EQUIVALENT","FAO",449.51,"000 t"
"1389","MYANMAR",2001,"SEED - MILLED RICE EQUIVALENT","FAO",445.73,"000 t"
"1390","MYANMAR",2000,"SEED - MILLED RICE EQUIVALENT","FAO",443.19,"000 t"
"1391","MYANMAR",1999,"SEED - MILLED RICE EQUIVALENT","FAO",436.87,"000 t"
"1392","MYANMAR",1998,"SEED - MILLED RICE EQUIVALENT","FAO",431.72,"000 t"
"1393","MYANMAR",1997,"SEED - MILLED RICE EQUIVALENT","FAO",395.65,"000 t"
"1394","MYANMAR",1996,"SEED - MILLED RICE EQUIVALENT","FAO",397.44,"000 t"
"1395","MYANMAR",1995,"SEED - MILLED RICE EQUIVALENT","FAO",403.64,"000 t"
"1396","MYANMAR",1994,"SEED - MILLED RICE EQUIVALENT","FAO",421.65,"000 t"
"1397","MYANMAR",1993,"SEED - MILLED RICE EQUIVALENT","FAO",407.12,"000 t"
"1398","MYANMAR",1992,"SEED - MILLED RICE EQUIVALENT","FAO",389.82,"000 t"
"1399","MYANMAR",1991,"SEED - MILLED RICE EQUIVALENT","FAO",352.65,"000 t"
"1400","MYANMAR",1990,"SEED - MILLED RICE EQUIVALENT","FAO",331.83,"000 t"
"1401","MYANMAR",1989,"SEED - MILLED RICE EQUIVALENT","FAO",339.75,"000 t"
"1402","MYANMAR",1988,"SEED - MILLED RICE EQUIVALENT","FAO",335.21,"000 t"
"1403","MYANMAR",1987,"SEED - MILLED RICE EQUIVALENT","FAO",328.27,"000 t"
"1404","MYANMAR",1986,"SEED - MILLED RICE EQUIVALENT","FAO",320.59,"000 t"
"1405","MYANMAR",1985,"SEED - MILLED RICE EQUIVALENT","FAO",332.74,"000 t"
"1406","MYANMAR",1984,"SEED - MILLED RICE EQUIVALENT","FAO",336.8,"000 t"
"1407","MYANMAR",1983,"SEED - MILLED RICE EQUIVALENT","FAO",337.83,"000 t"
"1408","MYANMAR",1982,"SEED - MILLED RICE EQUIVALENT","FAO",331.91,"000 t"
"1409","MYANMAR",1981,"SEED - MILLED RICE EQUIVALENT","FAO",335.41,"000 t"
"1410","MYANMAR",1980,"SEED - MILLED RICE EQUIVALENT","FAO",350.6,"000 t"
"1411","MYANMAR",1979,"SEED - MILLED RICE EQUIVALENT","FAO",352.2,"000 t"
"1412","MYANMAR",1978,"SEED - MILLED RICE EQUIVALENT","FAO",345.3,"000 t"
"1413","MYANMAR",1977,"SEED - MILLED RICE EQUIVALENT","FAO",360.23,"000 t"
"1414","MYANMAR",1976,"SEED - MILLED RICE EQUIVALENT","FAO",352.82,"000 t"
"1415","MYANMAR",1975,"SEED - MILLED RICE EQUIVALENT","FAO",348.84,"000 t"
"1416","MYANMAR",1974,"SEED - MILLED RICE EQUIVALENT","FAO",357.48,"000 t"
"1417","MYANMAR",1973,"SEED - MILLED RICE EQUIVALENT","FAO",355.67,"000 t"
"1418","MYANMAR",1972,"SEED - MILLED RICE EQUIVALENT","FAO",349.62,"000 t"
"1419","MYANMAR",1971,"SEED - MILLED RICE EQUIVALENT","FAO",334.02,"000 t"
"1420","MYANMAR",1970,"SEED - MILLED RICE EQUIVALENT","FAO",341.97,"000 t"
"1421","MYANMAR",1969,"SEED - MILLED RICE EQUIVALENT","FAO",341.81,"000 t"
"1422","MYANMAR",1968,"SEED - MILLED RICE EQUIVALENT","FAO",340.39,"000 t"
"1423","MYANMAR",1967,"SEED - MILLED RICE EQUIVALENT","FAO",344.81,"000 t"
"1424","MYANMAR",1966,"SEED - MILLED RICE EQUIVALENT","FAO",339,"000 t"
"1425","MYANMAR",1965,"SEED - MILLED RICE EQUIVALENT","FAO",342.76,"000 t"
"1426","MYANMAR",1964,"SEED - MILLED RICE EQUIVALENT","FAO",344.47,"000 t"
"1427","MYANMAR",1963,"SEED - MILLED RICE EQUIVALENT","FAO",350.97,"000 t"
"1428","MYANMAR",1962,"SEED - MILLED RICE EQUIVALENT","FAO",346.83,"000 t"
"1429","MYANMAR",1961,"SEED - MILLED RICE EQUIVALENT","FAO",332.33,"000 t"
"1430","MYANMAR",2013,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1431","MYANMAR",2012,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1432","MYANMAR",2011,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1433","MYANMAR",2010,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1434","MYANMAR",2008,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1435","MYANMAR",2007,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1436","MYANMAR",2006,"SEMI-MILLED RICE","WTO",5,"$/kg"
"1437","MYANMAR",2013,"STOCK CHANGE - MILLED RICE","FAO",899.92,"000 t"
"1438","MYANMAR",2012,"STOCK CHANGE - MILLED RICE","FAO",545.25,"000 t"
"1439","MYANMAR",2011,"STOCK CHANGE - MILLED RICE","FAO",439.37,"000 t"
"1440","MYANMAR",2008,"STOCK CHANGE - MILLED RICE","FAO",370.56,"000 t"
"1441","MYANMAR",2002,"STOCK CHANGE - MILLED RICE","FAO",555.83,"000 t"
"1442","MYANMAR",2001,"STOCK CHANGE - MILLED RICE","FAO",333.5,"000 t"
"1443","MYANMAR",1998,"STOCK CHANGE - MILLED RICE","FAO",333.5,"000 t"
"1444","MYANMAR",1997,"STOCK CHANGE - MILLED RICE","FAO",333.5,"000 t"
"1445","MYANMAR",1994,"STOCK CHANGE - MILLED RICE","FAO",105.87,"000 t"
"1446","MYANMAR",1992,"STOCK CHANGE - MILLED RICE","FAO",338.79,"000 t"
"1447","MYANMAR",1991,"STOCK CHANGE - MILLED RICE","FAO",550.54,"000 t"
"1448","MYANMAR",1990,"STOCK CHANGE - MILLED RICE","FAO",206.45,"000 t"
"1449","MYANMAR",1988,"STOCK CHANGE - MILLED RICE","FAO",333.5,"000 t"
"1450","MYANMAR",1987,"STOCK CHANGE - MILLED RICE","FAO",555.83,"000 t"
"1451","MYANMAR",1980,"STOCK CHANGE - MILLED RICE","FAO",52.94,"000 t"
"1452","MYANMAR",1979,"STOCK CHANGE - MILLED RICE","FAO",1058.73,"000 t"
"1453","MYANMAR",1978,"STOCK CHANGE - MILLED RICE","FAO",264.68,"000 t"
"1454","MYANMAR",1977,"STOCK CHANGE - MILLED RICE","FAO",333.5,"000 t"
"1455","MYANMAR",1976,"STOCK CHANGE - MILLED RICE","FAO",158.81,"000 t"
"1456","MYANMAR",1972,"STOCK CHANGE - MILLED RICE","FAO",741.11,"000 t"
"1457","MYANMAR",1971,"STOCK CHANGE - MILLED RICE","FAO",423.49,"000 t"
"1458","MYANMAR",1970,"STOCK CHANGE - MILLED RICE","FAO",105.87,"000 t"
"1459","MYANMAR",1966,"STOCK CHANGE - MILLED RICE","FAO",635.24,"000 t"
"1460","MYANMAR",1961,"STOCK CHANGE - MILLED RICE","FAO",232.92,"000 t"
"1461","MYANMAR",2013,"TOTAL CONSUMPTION - MILLED RICE","FAO",19596.28,"000 t"
"1462","MYANMAR",2012,"TOTAL CONSUMPTION - MILLED RICE","FAO",18841.9,"000 t"
"1463","MYANMAR",2011,"TOTAL CONSUMPTION - MILLED RICE","FAO",18874.13,"000 t"
"1464","MYANMAR",2010,"TOTAL CONSUMPTION - MILLED RICE","FAO",19966.6,"000 t"
"1465","MYANMAR",2009,"TOTAL CONSUMPTION - MILLED RICE","FAO",19602.15,"000 t"
"1466","MYANMAR",2008,"TOTAL CONSUMPTION - MILLED RICE","FAO",21456.63,"000 t"
"1467","MYANMAR",2007,"TOTAL CONSUMPTION - MILLED RICE","FAO",19819.88,"000 t"
"1468","MYANMAR",2006,"TOTAL CONSUMPTION - MILLED RICE","FAO",19455.35,"000 t"
"1469","MYANMAR",2005,"TOTAL CONSUMPTION - MILLED RICE","FAO",17553.09,"000 t"
"1470","MYANMAR",2004,"TOTAL CONSUMPTION - MILLED RICE","FAO",16089.88,"000 t"
"1471","MYANMAR",2003,"TOTAL CONSUMPTION - MILLED RICE","FAO",14433.67,"000 t"
"1472","MYANMAR",2002,"TOTAL CONSUMPTION - MILLED RICE","FAO",14080.88,"000 t"
"1473","MYANMAR",2001,"TOTAL CONSUMPTION - MILLED RICE","FAO",13896.33,"000 t"
"1474","MYANMAR",2000,"TOTAL CONSUMPTION - MILLED RICE","FAO",13226.48,"000 t"
"1475","MYANMAR",1999,"TOTAL CONSUMPTION - MILLED RICE","FAO",12526.62,"000 t"
"1476","MYANMAR",1998,"TOTAL CONSUMPTION - MILLED RICE","FAO",11597.85,"000 t"
"1477","MYANMAR",1997,"TOTAL CONSUMPTION - MILLED RICE","FAO",11411.75,"000 t"
"1478","MYANMAR",1996,"TOTAL CONSUMPTION - MILLED RICE","FAO",11458.83,"000 t"
"1479","MYANMAR",1995,"TOTAL CONSUMPTION - MILLED RICE","FAO",11164.57,"000 t"
"1480","MYANMAR",1994,"TOTAL CONSUMPTION - MILLED RICE","FAO",11229.53,"000 t"
"1481","MYANMAR",1993,"TOTAL CONSUMPTION - MILLED RICE","FAO",10550.25,"000 t"
"1482","MYANMAR",1992,"TOTAL CONSUMPTION - MILLED RICE","FAO",10012.51,"000 t"
"1483","MYANMAR",1991,"TOTAL CONSUMPTION - MILLED RICE","FAO",9163.87,"000 t"
"1484","MYANMAR",1990,"TOTAL CONSUMPTION - MILLED RICE","FAO",9264.52,"000 t"
"1485","MYANMAR",1989,"TOTAL CONSUMPTION - MILLED RICE","FAO",8501.49,"000 t"
"1486","MYANMAR",1988,"TOTAL CONSUMPTION - MILLED RICE","FAO",9065.35,"000 t"
"1487","MYANMAR",1987,"TOTAL CONSUMPTION - MILLED RICE","FAO",9244.04,"000 t"
"1488","MYANMAR",1986,"TOTAL CONSUMPTION - MILLED RICE","FAO",8552.26,"000 t"
"1489","MYANMAR",1985,"TOTAL CONSUMPTION - MILLED RICE","FAO",8722.08,"000 t"
"1490","MYANMAR",1984,"TOTAL CONSUMPTION - MILLED RICE","FAO",8638.35,"000 t"
"1491","MYANMAR",1983,"TOTAL CONSUMPTION - MILLED RICE","FAO",8409.6,"000 t"
"1492","MYANMAR",1982,"TOTAL CONSUMPTION - MILLED RICE","FAO",8632.83,"000 t"
"1493","MYANMAR",1981,"TOTAL CONSUMPTION - MILLED RICE","FAO",8510.56,"000 t"
"1494","MYANMAR",1980,"TOTAL CONSUMPTION - MILLED RICE","FAO",8244.18,"000 t"
"1495","MYANMAR",1979,"TOTAL CONSUMPTION - MILLED RICE","FAO",7402.62,"000 t"
"1496","MYANMAR",1978,"TOTAL CONSUMPTION - MILLED RICE","FAO",6918.35,"000 t"
"1497","MYANMAR",1977,"TOTAL CONSUMPTION - MILLED RICE","FAO",5944.95,"000 t"
"1498","MYANMAR",1976,"TOTAL CONSUMPTION - MILLED RICE","FAO",5715.44,"000 t"
"1499","MYANMAR",1975,"TOTAL CONSUMPTION - MILLED RICE","FAO",5568.13,"000 t"
"1500","MYANMAR",1974,"TOTAL CONSUMPTION - MILLED RICE","FAO",5286.5,"000 t"
"1501","MYANMAR",1973,"TOTAL CONSUMPTION - MILLED RICE","FAO",5265.48,"000 t"
"1502","MYANMAR",1972,"TOTAL CONSUMPTION - MILLED RICE","FAO",5093.02,"000 t"
"1503","MYANMAR",1971,"TOTAL CONSUMPTION - MILLED RICE","FAO",5018.1,"000 t"
"1504","MYANMAR",1970,"TOTAL CONSUMPTION - MILLED RICE","FAO",4871.26,"000 t"
"1505","MYANMAR",1969,"TOTAL CONSUMPTION - MILLED RICE","FAO",4638.25,"000 t"
"1506","MYANMAR",1968,"TOTAL CONSUMPTION - MILLED RICE","FAO",4661.28,"000 t"
"1507","MYANMAR",1967,"TOTAL CONSUMPTION - MILLED RICE","FAO",4186.99,"000 t"
"1508","MYANMAR",1966,"TOTAL CONSUMPTION - MILLED RICE","FAO",3867.92,"000 t"
"1509","MYANMAR",1965,"TOTAL CONSUMPTION - MILLED RICE","FAO",3853.47,"000 t"
"1510","MYANMAR",1964,"TOTAL CONSUMPTION - MILLED RICE","FAO",4072.78,"000 t"
"1511","MYANMAR",1963,"TOTAL CONSUMPTION - MILLED RICE","FAO",3272.73,"000 t"
"1512","MYANMAR",1962,"TOTAL CONSUMPTION - MILLED RICE","FAO",3251.57,"000 t"
"1513","MYANMAR",1961,"TOTAL CONSUMPTION - MILLED RICE","FAO",3106.51,"000 t"
"1514","MYANMAR",2015,"TOTAL CONSUMPTION - MILLED RICE","USDA",10650,"000 t"
"1515","MYANMAR",2014,"TOTAL CONSUMPTION - MILLED RICE","USDA",10650,"000 t"
"1516","MYANMAR",2013,"TOTAL CONSUMPTION - MILLED RICE","USDA",10450,"000 t"
"1517","MYANMAR",2012,"TOTAL CONSUMPTION - MILLED RICE","USDA",10400,"000 t"
"1518","MYANMAR",2011,"TOTAL CONSUMPTION - MILLED RICE","USDA",10200,"000 t"
"1519","MYANMAR",2010,"TOTAL CONSUMPTION - MILLED RICE","USDA",10100,"000 t"
"1520","MYANMAR",2009,"TOTAL CONSUMPTION - MILLED RICE","USDA",10890,"000 t"
"1521","MYANMAR",2008,"TOTAL CONSUMPTION - MILLED RICE","USDA",10800,"000 t"
"1522","MYANMAR",2007,"TOTAL CONSUMPTION - MILLED RICE","USDA",10750,"000 t"
"1523","MYANMAR",2006,"TOTAL CONSUMPTION - MILLED RICE","USDA",10670,"000 t"
"1524","MYANMAR",2005,"TOTAL CONSUMPTION - MILLED RICE","USDA",10400,"000 t"
"1525","MYANMAR",2004,"TOTAL CONSUMPTION - MILLED RICE","USDA",10300,"000 t"
"1526","MYANMAR",2003,"TOTAL CONSUMPTION - MILLED RICE","USDA",10200,"000 t"
"1527","MYANMAR",2002,"TOTAL CONSUMPTION - MILLED RICE","USDA",10100,"000 t"
"1528","MYANMAR",2001,"TOTAL CONSUMPTION - MILLED RICE","USDA",9900,"000 t"
"1529","MYANMAR",2000,"TOTAL CONSUMPTION - MILLED RICE","USDA",9700,"000 t"
"1530","MYANMAR",1999,"TOTAL CONSUMPTION - MILLED RICE","USDA",9500,"000 t"
"1531","MYANMAR",1998,"TOTAL CONSUMPTION - MILLED RICE","USDA",9350,"000 t"
"1532","MYANMAR",1997,"TOTAL CONSUMPTION - MILLED RICE","USDA",9250,"000 t"
"1533","MYANMAR",1996,"TOTAL CONSUMPTION - MILLED RICE","USDA",9050,"000 t"
"1534","MYANMAR",1995,"TOTAL CONSUMPTION - MILLED RICE","USDA",8850,"000 t"
"1535","MYANMAR",1994,"TOTAL CONSUMPTION - MILLED RICE","USDA",8650,"000 t"
"1536","MYANMAR",1993,"TOTAL CONSUMPTION - MILLED RICE","USDA",8350,"000 t"
"1537","MYANMAR",1992,"TOTAL CONSUMPTION - MILLED RICE","USDA",8050,"000 t"
"1538","MYANMAR",1991,"TOTAL CONSUMPTION - MILLED RICE","USDA",7650,"000 t"
"1539","MYANMAR",1990,"TOTAL CONSUMPTION - MILLED RICE","USDA",7350,"000 t"
"1540","MYANMAR",1989,"TOTAL CONSUMPTION - MILLED RICE","USDA",7050,"000 t"
"1541","MYANMAR",1988,"TOTAL CONSUMPTION - MILLED RICE","USDA",6725,"000 t"
"1542","MYANMAR",1987,"TOTAL CONSUMPTION - MILLED RICE","USDA",6600,"000 t"
"1543","MYANMAR",1986,"TOTAL CONSUMPTION - MILLED RICE","USDA",6480,"000 t"
"1544","MYANMAR",1985,"TOTAL CONSUMPTION - MILLED RICE","USDA",6270,"000 t"
"1545","MYANMAR",1984,"TOTAL CONSUMPTION - MILLED RICE","USDA",6625,"000 t"
"1546","MYANMAR",1983,"TOTAL CONSUMPTION - MILLED RICE","USDA",6473,"000 t"
"1547","MYANMAR",1982,"TOTAL CONSUMPTION - MILLED RICE","USDA",6100,"000 t"
"1548","MYANMAR",1981,"TOTAL CONSUMPTION - MILLED RICE","USDA",6024,"000 t"
"1549","MYANMAR",1980,"TOTAL CONSUMPTION - MILLED RICE","USDA",6001,"000 t"
"1550","MYANMAR",1979,"TOTAL CONSUMPTION - MILLED RICE","USDA",5856,"000 t"
"1551","MYANMAR",1978,"TOTAL CONSUMPTION - MILLED RICE","USDA",5991,"000 t"
"1552","MYANMAR",1977,"TOTAL CONSUMPTION - MILLED RICE","USDA",5538,"000 t"
"1553","MYANMAR",1976,"TOTAL CONSUMPTION - MILLED RICE","USDA",5135,"000 t"
"1554","MYANMAR",1975,"TOTAL CONSUMPTION - MILLED RICE","USDA",5099,"000 t"
"1555","MYANMAR",1974,"TOTAL CONSUMPTION - MILLED RICE","USDA",5058,"000 t"
"1556","MYANMAR",1973,"TOTAL CONSUMPTION - MILLED RICE","USDA",5161,"000 t"
"1557","MYANMAR",1972,"TOTAL CONSUMPTION - MILLED RICE","USDA",4451,"000 t"
"1558","MYANMAR",1971,"TOTAL CONSUMPTION - MILLED RICE","USDA",4550,"000 t"
"1559","MYANMAR",1970,"TOTAL CONSUMPTION - MILLED RICE","USDA",4268,"000 t"
"1560","MYANMAR",1969,"TOTAL CONSUMPTION - MILLED RICE","USDA",4314,"000 t"
"1561","MYANMAR",1968,"TOTAL CONSUMPTION - MILLED RICE","USDA",4563,"000 t"
"1562","MYANMAR",1967,"TOTAL CONSUMPTION - MILLED RICE","USDA",4633,"000 t"
"1563","MYANMAR",1966,"TOTAL CONSUMPTION - MILLED RICE","USDA",3382,"000 t"
"1564","MYANMAR",1965,"TOTAL CONSUMPTION - MILLED RICE","USDA",4033,"000 t"
"1565","MYANMAR",1964,"TOTAL CONSUMPTION - MILLED RICE","USDA",3983,"000 t"
"1566","MYANMAR",1963,"TOTAL CONSUMPTION - MILLED RICE","USDA",3456,"000 t"
"1567","MYANMAR",1962,"TOTAL CONSUMPTION - MILLED RICE","USDA",3079,"000 t"
"1568","MYANMAR",1961,"TOTAL CONSUMPTION - MILLED RICE","USDA",2310,"000 t"
"1569","MYANMAR",1960,"TOTAL CONSUMPTION - MILLED RICE","USDA",2690,"000 t"
"1570","MYANMAR",2008,"TRACTORS","FAO",11.55,"000 tractors"
"1571","MYANMAR",2007,"TRACTORS","FAO",11.48,"000 tractors"
"1572","MYANMAR",2006,"TRACTORS","FAO",11.21,"000 tractors"
"1573","MYANMAR",2005,"TRACTORS","FAO",10.66,"000 tractors"
"1574","MYANMAR",2004,"TRACTORS","FAO",10.32,"000 tractors"
"1575","MYANMAR",2003,"TRACTORS","FAO",9.5,"000 tractors"
"1576","MYANMAR",2002,"TRACTORS","FAO",8.8,"000 tractors"
"1577","MYANMAR",2001,"TRACTORS","FAO",10.3,"000 tractors"
"1578","MYANMAR",2000,"TRACTORS","FAO",10.61,"000 tractors"
"1579","MYANMAR",1999,"TRACTORS","FAO",10.21,"000 tractors"
"1580","MYANMAR",1998,"TRACTORS","FAO",9.8,"000 tractors"
"1581","MYANMAR",1997,"TRACTORS","FAO",8.7,"000 tractors"
"1582","MYANMAR",1996,"TRACTORS","FAO",8.04,"000 tractors"
